PWGTP,WGTP,AGEP,SEX,MAR,HISP,RAC1P,CIT,SCHL,WKHP,WKWN,WAGP,HINCP,INDP,ESR,FS,SERIALNO,R65,NOC,NRC,FER,PUMA,ADJINC,HUPAOC,HUPARC,state,HHSIZE,SQ_AGEP,EDU1,EDU2,EDU3,EDU4,EDU5,BLW21,EDU_AGE,MARRIED,ADJ_WAGP,ADJ_HINCP,INDP_cat,INDP_prefix,INDP_code,IND1,IND2,IND3,IND4,IND5,IND6,OC_under6,FER_MAR,NOC_MAR,OCunder6_MAR,unemp_reg,fs_availibility,fs_lagreceipt,avg_WAGP,avg_HINCP,SIMBENEFIT,SQ_SIMBENEFIT,SIMBENEFIT_SNAP,SB_EDU2,SB_EDU3,SB_EDU4,SB_EDU5,Elig_NAP,Elig_SNAP,epsilon,P_takeup_NAP,P_nontake_NAP,P_takeup_SNAP,P_nontake_SNAP,takeup_change,takeup_change_pct
74,54,81,0,5,05,8,5,1,0,0,0.0,0.0,N,,1,2023HU0007089,2,0.0,0,0,1300,1.019518,4,4,72,3,6561,1,0,0,0,0,0,0,0,0.0,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,-0.2058311154625253,-0.7095230852509737,6589,43426113.32879741,9900.212127077892,0.0,0.0,0.0,0.0,1,1,0.0734786088682269,0.8816395763020292,0.11836042369797084,0.9110990114330102,0.0889009885669898,0.029459435130981038,3.341437467513246
153,131,76,0,1,03,8,2,21,0,0,0.0,0.0,N,,0,2023HU0007649,2,0.0,0,0,800,1.019518,4,4,72,3,5776,0,0,0,1,0,0,0,1,0.0,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.9687724951153465,0.10189418680600915,630,-0.17057889918702354,-0.6716543404921544,6589,43425967.88898949,9900.201091929448,0.0,0.0,6589.838229348995,0.0,1,1,0.2753422437698737,0.4726819622440454,0.5273180377559545,0.5381605037088625,0.4618394962911375,0.06547854146481707,13.852557680424146
121,121,45,0,3,03,9,2,16,12,52,0.0,1600.0,9290,0.0,1,2023HU0008313,0,0.0,0,0,600,1.019518,4,4,72,2,2025,0,1,0,0,0,0,0,0,0.0,1631.2287999999999,SRV-Private Households,SRV,16,0,0,0,0,1,0,0,0,0.0,0,7.898558578086051,0.11702992978204214,649,7295.143528641571,7294.848386931447,1802,3248592.5130483825,4110.314266810644,1802.3852288144126,0.0,0.0,0.0,1,1,0.014493497693330498,0.91972380816127,0.08027619183873003,0.9354643856560683,0.06453561434393174,0.01574057749479829,1.711446127100609
118,118,63,0,1,03,8,1,11,0,0,0.0,17700.0,N,,1,2023HU0008722,1,0.0,0,0,1500,1.019518,4,4,72,3,3969,1,0,0,0,0,0,0,1,0.0,18045.4686,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,4.935338594389125,0.08030826016787515,488,-0.223989497810373,-0.8445524796934875,6589,43426631.92861873,9900.251475343095,0.0,0.0,0.0,0.0,1,1,0.06778521168149265,0.8924613588727498,0.1075386411272502,0.9198491187069369,0.08015088129306314,0.027387759834187064,3.068789428461082
166,166,67,0,2,03,1,2,11,0,0,0.0,6200.0,N,,1,2023HU0009273,1,0.0,0,0,2200,1.019518,4,4,72,1,4489,1,0,0,0,0,0,0,0,0.0,6321.0116,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,3.2887874195516544,0.045960192845217324,247,-0.2165871954760813,-0.2165871954760813,3104,9637918.070053844,4363.370033266996,0.0,0.0,0.0,0.0,1,1,0.030244640907554184,0.899185463679652,0.10081453632034798,0.9097837903862775,0.09021620961372245,0.010598326706625527,1.178658589881446
125,125,75,0,2,03,9,2,17,0,0,0.0,5400.0,N,,1,2023HU0010228,1,0.0,0,0,600,1.019518,4,4,72,1,5625,0,1,0,0,0,0,0,0,0.0,5505.397199999999,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,7.898558578086051,0.11702992978204214,649,-0.2071228108430146,-0.2071228108430146,3104,9637900.945823172,4363.367275296274,3104.4968909346926,0.0,0.0,0.0,1,1,0.041999840591435085,0.8510771041623317,0.14892289583766827,0.8651090081370598,0.13489099186294018,0.014031903974728088,1.6487230012536782
119,119,60,0,3,03,9,2,20,0,0,0.0,3000.0,N,,1,2023HU0011422,0,0.0,0,0,600,1.019518,4,4,72,2,3600,0,0,1,0,0,0,0,0,0.0,3058.5539999999996,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,7.898558578086051,0.11702992978204214,649,-0.2071228108430146,-0.5022645209665506,3928,15431448.260688012,6236.217247978794,0.0,3928.2882099825633,0.0,0.0,1,1,0.042206564935065013,0.8867530341376658,0.11324696586233418,0.9072473808108683,0.09275261918913169,0.02049434667320249,2.3111673582411227
172,236,19,0,5,03,1,2,19,30,52,8400.0,19200.0,2870,1.0,0,2023HU0012474,0,1.0,1,0,1900,1.019518,2,2,72,3,361,0,0,1,0,0,1,0,0,8563.9512,19574.7456,"MFG-Architectural And Structural Metals, And Boiler, Tank, And Shipping Container",MFG,10,0,1,0,0,0,0,0,0,0.0,0,8.341374917975838,0.1686968590788813,1065,10934.33055,54924.61394639473,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8780318057195398,0.12196819428046024,0.8780318057195398,0.12196819428046024,0.0,0.0
51,51,54,0,3,03,8,2,20,20,16,0.0,18900.0,6290,0.0,0,2023HU0013677,0,0.0,0,0,800,1.019518,4,4,72,3,2916,0,0,1,0,0,0,0,0,0.0,19268.890199999998,TRN-Support Activities For Transportation,TRN,17,0,0,1,0,0,0,0,0,0.0,0,6.9687724951153465,0.10189418680600915,630,23827.89713089005,59673.09603970182,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.9021632892993533,0.0978367107006467,0.9021632892993533,0.0978367107006467,0.0,0.0
148,149,44,0,5,03,9,2,12,0,0,0.0,0.0,9920,0.0,1,2023HU0013916,0,2.0,2,0,200,1.019518,2,2,72,4,1936,1,0,0,0,0,0,0,0,0.0,0.0,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",19,0,0,0,0,0,0,0,0,0.0,0,6.114307818770852,0.12014854729483725,668,0.0,-0.4376355404053226,7133,50890051.97881409,11341.617195780947,0.0,0.0,0.0,0.0,1,1,0.01363260390188333,0.9849719213094869,0.015028078690513147,0.9913017157718826,0.008698284228117359,0.006329794462395788,0.6426370463414368
160,149,13,0,5,03,9,2,11,0,0,-1.0,0.0,N,,1,2023HU0013916,0,2.0,2,0,200,1.019518,2,2,72,4,169,1,0,0,0,0,1,0,0,-1.019518,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.114307818770852,0.12014854729483725,668,-0.1743825470231435,-0.4376355404053226,7133,50890051.97881409,11341.617195780947,0.0,0.0,0.0,0.0,1,1,0.03708744353277382,0.9520500631792077,0.047949936820792294,0.9695301276797097,0.030469872320290303,0.01748006450050199,1.8360446762778753
51,51,66,0,5,03,9,1,16,0,0,0.0,7200.0,N,,1,2023HU0014994,1,0.0,0,0,600,1.019518,4,4,72,1,4356,0,1,0,0,0,0,0,0,0.0,7340.5296,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,7.898558578086051,0.11702992978204214,649,-0.2071228108430146,-0.2071228108430146,3104,9637900.945823172,4363.367275296274,3104.4968909346926,0.0,0.0,0.0,1,1,0.034846576273822386,0.8806972527061071,0.1193027472938929,0.8926934608525272,0.10730653914747279,0.011996208146420106,1.3621262141512889
197,198,31,0,5,03,2,2,17,15,52,7600.0,14200.0,8680,1.0,1,2023HU0015064,0,2.0,2,0,1000,1.019518,3,3,72,3,961,0,1,0,0,0,0,0,0,7748.336799999999,14477.155599999998,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",ENT,5,0,0,0,0,0,1,1,0,0.0,0,4.015505711072972,0.05571141487096838,575,14659.410582807868,14658.90187304387,1346,1813363.7134929164,4656.974801296622,1346.611938716168,0.0,0.0,0.0,1,1,0.006586692759785848,0.9553457449838244,0.04465425501617559,0.9687952884321351,0.031204711567864862,0.01344954344831073,1.4078194746697126
172,198,5,0,5,03,8,2,3,0,0,-1.0,14200.0,N,,1,2023HU0015064,0,2.0,2,0,1000,1.019518,3,3,72,3,25,1,0,0,0,0,1,0,0,-1.019518,14477.155599999998,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,1,0,0.0,0,4.015505711072972,0.05571141487096838,575,-0.20030820069204153,14658.90187304387,1346,1813363.7134929164,4656.974801296622,0.0,0.0,0.0,0.0,1,1,0.012952328963852112,0.9006709152674048,0.09932908473259516,0.9264293147176035,0.07357068528239652,0.025758399450198644,2.8599124290086686
47,47,60,0,2,03,9,2,9,0,0,0.0,11500.0,N,,0,2023HU0015371,1,0.0,0,0,800,1.019518,4,4,72,2,3600,1,0,0,0,0,0,0,0,0.0,11724.456999999999,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.9687724951153465,0.10189418680600915,630,-0.17057889918702354,-0.42111661983958903,4899,24006228.797248963,7207.544206277203,0.0,0.0,0.0,0.0,1,1,0.028107504579564884,0.9461596686976507,0.05384033130234933,0.9575806643626372,0.042419335637362776,0.011420995664986555,1.2070896744845487
193,113,54,0,2,03,9,2,20,0,0,0.0,2800.0,N,,1,2023HU0016043,0,1.0,1,0,1900,1.019518,2,2,72,3,2916,0,0,1,0,0,0,0,0,0.0,2854.6504,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,8.341374917975838,0.1686968590788813,1065,-0.22884147672015664,-0.7189469126710872,5618,31567558.042844813,8928.864268012761,0.0,5618.501405432307,0.0,0.0,1,1,0.043001963378944144,0.9243029850540214,0.07569701494597858,0.9450828585687335,0.05491714143126647,0.02077987351471211,2.2481668728460957
108,108,72,0,2,03,1,2,16,0,0,0.0,0.0,N,,1,2023HU0016394,1,0.0,0,0,100,1.019518,4,4,72,1,5184,0,1,0,0,0,0,0,0,0.0,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,-0.19868757268246892,-0.19868757268246892,3104,9637885.683674783,4363.364817224166,3104.4944328625847,0.0,0.0,0.0,1,1,0.03696776237574228,0.8720167332495323,0.12798326675046767,0.8846342564239644,0.11536574357603557,0.0126175231744321,1.4469359008070235
85,79,65,0,5,03,1,2,7,0,0,0.0,5600.0,N,,1,2023HU0016653,1,0.0,0,0,1500,1.019518,4,4,72,2,4225,1,0,0,0,0,0,0,0,0.0,5709.3008,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,4.935338594389125,0.08030826016787515,488,-0.223989497810373,5061.59881230129,3424,11727312.106813865,5732.445369803377,0.0,0.0,0.0,0.0,1,1,0.025948537711040158,0.9251916749704867,0.07480832502951329,0.9400807457430858,0.059919254256914245,0.014889070772599045,1.6092958005781883
50,50,67,0,2,03,2,2,16,0,0,0.0,0.0,N,,1,2023HU0017411,2,0.0,0,0,1400,1.019518,4,4,72,2,4489,0,1,0,0,0,0,0,0,0.0,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,4.2574845220931214,0.062304137180691305,408,-0.22668817940154956,-0.5698939679037932,4899,24006653.639763437,7207.587560767328,4899.658522771096,0.0,0.0,0.0,1,1,0.07265733515577434,0.8339778186248998,0.16602218137510016,0.8609453129166792,0.1390546870833208,0.02696749429177936,3.2335985070016102
113,167,65,0,2,03,1,2,7,0,0,0.0,24800.0,N,,1,2023HU0018045,1,0.0,0,0,1900,1.019518,4,4,72,4,4225,1,0,0,0,0,0,0,0,0.0,25284.0464,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,8.341374917975838,0.1686968590788813,1065,-0.22884147672015664,17615.512015412358,2971,8830988.841056468,7179.588794519243,0.0,0.0,0.0,0.0,1,1,0.013924010588087312,0.9575517389327438,0.04244826106725619,0.9733092715514865,0.0266907284485135,0.015757532618742687,1.6456063915988
256,324,69,0,1,03,1,2,16,0,0,0.0,9500.0,N,,1,2023HU0018250,1,0.0,0,0,100,1.019518,4,4,72,2,4761,0,1,0,0,0,0,0,1,0.0,9685.420999999998,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,-0.19868757268246892,19667.79116981619,0,0.0,1476.1252338857914,0.0,0.0,0.0,0.0,1,1,0.0,0.7842188277450064,0.2157811722549936,0.8050445617147551,0.19495543828524486,0.02082573396974874,2.6556023947591774
24,24,62,0,3,03,2,2,22,20,6,1800.0,1800.0,9170,0.0,0,2023HU0018752,0,0.0,0,0,1102,1.019518,4,4,72,1,3844,0,0,0,0,1,0,0,0,1835.1324,1835.1324,"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",SRV,16,0,0,0,0,1,0,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,11465.588819700331,11465.588819700331,0,0.0,50.82432166222253,0.0,0.0,0.0,0.0,1,1,0.0,0.33880428313886757,0.6611957168611324,0.3397277288956343,0.6602722711043657,0.0009234457567667276,0.2725602369047471
206,206,75,0,1,03,9,2,12,0,0,0.0,7200.0,N,,1,2023HU0018794,2,0.0,0,0,2200,1.019518,4,4,72,2,5625,1,0,0,0,0,0,0,1,0.0,7340.5296,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,3.2887874195516544,0.045960192845217324,247,-0.2165871954760813,-0.5010853784272522,4899,24006457.15230034,7207.567509587818,0.0,0.0,0.0,0.0,1,1,0.09284593469115258,0.778462518349138,0.22153748165086196,0.8109985573567784,0.1890014426432216,0.03253603900764035,4.179525441589474
27,27,83,0,1,03,9,2,20,0,0,0.0,0.0,N,,0,2023HU0019215,2,0.0,0,0,400,1.019518,4,4,72,2,6889,0,0,1,0,0,0,0,1,0.0,0.0,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,10.098647716710143,0.14513647666689244,659,-0.19429674189614224,-0.5033581733426831,4899,24006463.642403197,7207.568171892033,0.0,4899.639133895801,0.0,0.0,1,1,0.1463421142299538,0.6282471037764852,0.3717528962235148,0.6706777273605421,0.3293222726394579,0.042430623584056915,6.753811251814809
208,208,32,0,5,03,8,2,19,0,0,0.0,2500.0,N,,1,2023HU0019391,0,2.0,2,0,1600,1.019518,2,2,72,4,1024,0,0,1,0,0,0,0,0,0.0,2548.7949999999996,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.508288582769087,0.10059756674261638,478,-0.19271691168043145,-0.8661354841631148,7133,50891833.5299107,11341.742062884858,0.0,7133.851241083647,0.0,0.0,1,1,0.0652481642795392,0.906475457694561,0.09352454230543905,0.9367726662415365,0.06322733375846346,0.030297208546975596,3.342308750865742
174,208,11,0,5,03,8,2,8,0,0,-1.0,2500.0,N,,1,2023HU0019391,0,2.0,2,0,1600,1.019518,2,2,72,4,121,1,0,0,0,0,1,0,0,-1.019518,2548.7949999999996,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.508288582769087,0.10059756674261638,478,-0.19271691168043145,-0.8661354841631148,7133,50891833.5299107,11341.742062884858,0.0,0.0,0.0,0.0,1,1,0.042615655290453,0.9435280037250662,0.05647199627493382,0.9635912091118848,0.03640879088811522,0.020063205386818606,2.126402746670867
154,154,29,0,5,03,8,2,16,0,0,0.0,1200.0,N,,1,2023HU0019620,0,2.0,2,0,800,1.019518,2,2,72,3,841,0,1,0,0,0,0,0,0,0.0,1223.4216,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,0,0,0.0,0,6.9687724951153465,0.10189418680600915,630,-0.17057889918702354,-0.6716543404921544,5618,31567403.182521358,8928.850486712177,5618.487624131725,0.0,0.0,0.0,1,1,0.04437781610311737,0.9214230955579303,0.07857690444206966,0.9428344933616797,0.05716550663832032,0.021411397803749344,2.323731400587972
89,89,59,0,3,03,8,1,7,0,0,0.0,0.0,9920,0.0,0,2023HU0020341,0,0.0,0,0,1700,1.019518,4,4,72,1,3481,1,0,0,0,0,0,0,0,0.0,0.0,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked","Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",19,0,0,0,0,0,0,0,0,0.0,0,6.76604818940949,0.09178260814523174,694,0.0,0.0,2133,4550055.580741491,3391.956313418704,0.0,0.0,0.0,0.0,1,1,0.015850343494852412,0.926912812253919,0.07308718774608103,0.9351970884254246,0.0648029115745754,0.008284276171505622,0.8937492353095475
56,105,26,0,1,03,1,2,16,0,0,0.0,27000.0,N,,1,2023HU0020383,0,3.0,3,0,2000,1.019518,3,3,72,5,676,0,1,0,0,0,0,0,1,0.0,27526.985999999997,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,1,0,3.0,1,6.013078089461713,0.12033076703735386,783,-0.20356922455527432,23351.98892749895,1669,2786135.5214165426,6658.028814985429,1669.172106589534,0.0,0.0,0.0,1,1,0.008501391112579623,0.9531935614895907,0.04680643851040933,0.972837663273018,0.027162336726981984,0.019644101783427348,2.060872269503036
71,105,6,0,5,03,1,2,3,0,0,-1.0,27000.0,N,,1,2023HU0020383,0,3.0,3,0,2000,1.019518,3,3,72,5,36,1,0,0,0,0,1,0,0,-1.019518,27526.985999999997,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),12,0,0,0,0,0,0,1,0,0.0,0,6.013078089461713,0.12033076703735386,783,-0.20356922455527432,23351.98892749895,1669,2786135.5214165426,6658.028814985429,0.0,0.0,0.0,0.0,1,1,0.007600464298723865,0.9589569591290316,0.04104304087096844,0.976500370316061,0.02349962968393904,0.0175434111870294,1.8294263386923149
